file,time_seconds,status
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03056.lean,16.366103000,error
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03058.lean,25.670479000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03060.lean,38.141490000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03062.lean,31.962364000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03064.lean,52.018732000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03066.lean,43.009973000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03068.lean,49.194366000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03070.lean,60.055468000,timeout
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03072.lean,57.852711000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03074.lean,56.760105000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03076.lean,60.053705000,timeout
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03078.lean,60.043150000,timeout
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03080.lean,60.068645000,timeout
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03082.lean,60.039765000,timeout
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03084.lean,28.014103000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03086.lean,10.683123000,error
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03088.lean,15.844259000,error
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03090.lean,25.803327000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03092.lean,52.798510000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03094.lean,33.306466000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03096.lean,55.700103000,ok
bvmod_eq/BVModEq/circ_benchmarks/bxor/benchmarks/lean//03098.lean,46.363740000,ok
